{'loss': 4.7095, 'grad_norm': 5.5370917320251465, 'learning_rate': 0.0, 'epoch': 0.02}
{'loss': 0.048, 'grad_norm': 0.6462146639823914, 'learning_rate': 0.00010747474747474748, 'epoch': 4.7}
{'loss': 0.1934, 'grad_norm': 1.824615240097046, 'learning_rate': 0.00010707070707070708, 'epoch': 4.72}
{'loss': 0.0811, 'grad_norm': 1.3344765901565552, 'learning_rate': 0.00010666666666666667, 'epoch': 4.74}
{'loss': 0.0753, 'grad_norm': 5.2326340675354, 'learning_rate': 0.00010626262626262626, 'epoch': 4.76}
{'loss': 0.0526, 'grad_norm': 0.6149706244468689, 'learning_rate': 0.00010585858585858586, 'epoch': 4.78}
{'loss': 0.1286, 'grad_norm': 1.9540462493896484, 'learning_rate': 0.00010545454545454545, 'epoch': 4.8}
{'loss': 0.0895, 'grad_norm': 1.422203779220581, 'learning_rate': 0.00010505050505050507, 'epoch': 4.82}
{'loss': 0.05, 'grad_norm': 0.9077063798904419, 'learning_rate': 0.00010464646464646466, 'epoch': 4.84}
{'loss': 0.0383, 'grad_norm': 0.37823477387428284, 'learning_rate': 0.00010424242424242425, 'epoch': 4.86}
{'loss': 0.0572, 'grad_norm': 0.756116509437561, 'learning_rate': 0.00010383838383838385, 'epoch': 4.88}
{'loss': 0.0802, 'grad_norm': 1.2534774541854858, 'learning_rate': 0.00010343434343434344, 'epoch': 4.9}
{'loss': 0.0637, 'grad_norm': 1.2135509252548218, 'learning_rate': 0.00010303030303030303, 'epoch': 4.92}
{'loss': 0.0668, 'grad_norm': 0.7079209089279175, 'learning_rate': 0.00010262626262626263, 'epoch': 4.94}
{'loss': 0.0628, 'grad_norm': 1.2113553285598755, 'learning_rate': 0.00010222222222222222, 'epoch': 4.96}
{'loss': 0.0353, 'grad_norm': 1.1414023637771606, 'learning_rate': 0.00010181818181818181, 'epoch': 4.98}
{'loss': 0.0361, 'grad_norm': 0.6611793637275696, 'learning_rate': 0.00010141414141414143, 'epoch': 5.0}
{'loss': 0.0297, 'grad_norm': 0.4629047214984894, 'learning_rate': 0.00010101010101010102, 'epoch': 5.02}
{'loss': 0.0286, 'grad_norm': 0.9480869770050049, 'learning_rate': 0.00010060606060606062, 'epoch': 5.04}
{'loss': 0.0288, 'grad_norm': 0.678126871585846, 'learning_rate': 0.0001002020202020202, 'epoch': 5.06}
{'loss': 0.0727, 'grad_norm': 1.0668901205062866, 'learning_rate': 9.97979797979798e-05, 'epoch': 5.08}
{'loss': 0.0394, 'grad_norm': 0.3971673548221588, 'learning_rate': 9.939393939393939e-05, 'epoch': 5.1}
{'loss': 0.0258, 'grad_norm': 1.022841453552246, 'learning_rate': 9.8989898989899e-05, 'epoch': 5.12}
{'loss': 0.0373, 'grad_norm': 0.6145821213722229, 'learning_rate': 9.85858585858586e-05, 'epoch': 5.14}
{'loss': 0.0721, 'grad_norm': 0.9822385311126709, 'learning_rate': 9.818181818181818e-05, 'epoch': 5.16}
{'loss': 0.0602, 'grad_norm': 1.0346111059188843, 'learning_rate': 9.777777777777778e-05, 'epoch': 5.18}
{'loss': 0.0274, 'grad_norm': 0.5392581820487976, 'learning_rate': 9.737373737373738e-05, 'epoch': 5.2}
{'loss': 0.0326, 'grad_norm': 0.49764102697372437, 'learning_rate': 9.696969696969698e-05, 'epoch': 5.22}
{'loss': 0.0339, 'grad_norm': 1.0278797149658203, 'learning_rate': 9.656565656565657e-05, 'epoch': 5.24}
{'loss': 0.0865, 'grad_norm': 0.7730181217193604, 'learning_rate': 9.616161616161616e-05, 'epoch': 5.26}
{'loss': 0.0318, 'grad_norm': 0.7705584764480591, 'learning_rate': 9.575757575757576e-05, 'epoch': 5.28}
{'loss': 0.0142, 'grad_norm': 0.4561256766319275, 'learning_rate': 9.535353535353537e-05, 'epoch': 5.3}
{'loss': 0.1483, 'grad_norm': 2.1362531185150146, 'learning_rate': 9.494949494949495e-05, 'epoch': 5.32}
{'loss': 0.1696, 'grad_norm': 1.6178503036499023, 'learning_rate': 9.454545454545455e-05, 'epoch': 5.34}
{'loss': 0.072, 'grad_norm': 2.619846820831299, 'learning_rate': 9.414141414141415e-05, 'epoch': 5.36}
{'loss': 0.0633, 'grad_norm': 1.3267624378204346, 'learning_rate': 9.373737373737375e-05, 'epoch': 5.38}
{'loss': 0.0981, 'grad_norm': 1.5339981317520142, 'learning_rate': 9.333333333333334e-05, 'epoch': 5.4}
{'loss': 0.0423, 'grad_norm': 0.6253146529197693, 'learning_rate': 9.292929292929293e-05, 'epoch': 5.42}
{'loss': 0.0781, 'grad_norm': 1.1070735454559326, 'learning_rate': 9.252525252525253e-05, 'epoch': 5.44}
{'loss': 0.0507, 'grad_norm': 0.6349060535430908, 'learning_rate': 9.212121212121214e-05, 'epoch': 5.46}
{'loss': 0.0529, 'grad_norm': 0.7165144085884094, 'learning_rate': 9.171717171717172e-05, 'epoch': 5.48}
{'loss': 0.1365, 'grad_norm': 1.69754958152771, 'learning_rate': 9.131313131313132e-05, 'epoch': 5.5}
{'loss': 0.035, 'grad_norm': 0.489101767539978, 'learning_rate': 9.090909090909092e-05, 'epoch': 5.52}
{'loss': 0.0258, 'grad_norm': 0.3716668486595154, 'learning_rate': 9.050505050505052e-05, 'epoch': 5.54}
{'loss': 0.0222, 'grad_norm': 0.2838033437728882, 'learning_rate': 9.010101010101011e-05, 'epoch': 5.56}
{'loss': 0.0348, 'grad_norm': 0.5149778127670288, 'learning_rate': 8.96969696969697e-05, 'epoch': 5.58}
{'loss': 0.0552, 'grad_norm': 0.6426804661750793, 'learning_rate': 8.92929292929293e-05, 'epoch': 5.6}
{'loss': 0.0092, 'grad_norm': 0.21725714206695557, 'learning_rate': 8.888888888888889e-05, 'epoch': 5.62}
{'loss': 0.0368, 'grad_norm': 0.4810706377029419, 'learning_rate': 8.848484848484849e-05, 'epoch': 5.64}
{'loss': 0.022, 'grad_norm': 0.6226411461830139, 'learning_rate': 8.808080808080809e-05, 'epoch': 5.66}
{'loss': 0.0235, 'grad_norm': 0.48780378699302673, 'learning_rate': 8.767676767676767e-05, 'epoch': 5.68}
{'loss': 0.0514, 'grad_norm': 0.9075615406036377, 'learning_rate': 8.727272727272727e-05, 'epoch': 5.7}
{'loss': 0.04, 'grad_norm': 1.0593076944351196, 'learning_rate': 8.686868686868688e-05, 'epoch': 5.72}
{'loss': 0.0322, 'grad_norm': 0.9618186354637146, 'learning_rate': 8.646464646464647e-05, 'epoch': 5.74}
{'loss': 0.0335, 'grad_norm': 0.531222939491272, 'learning_rate': 8.606060606060606e-05, 'epoch': 5.76}
{'loss': 0.0576, 'grad_norm': 1.3083059787750244, 'learning_rate': 8.565656565656566e-05, 'epoch': 5.78}
{'loss': 0.0308, 'grad_norm': 1.499658226966858, 'learning_rate': 8.525252525252526e-05, 'epoch': 5.8}
{'loss': 0.0673, 'grad_norm': 1.0768810510635376, 'learning_rate': 8.484848484848486e-05, 'epoch': 5.82}
{'loss': 0.0872, 'grad_norm': 3.312479257583618, 'learning_rate': 8.444444444444444e-05, 'epoch': 5.84}
{'loss': 0.0805, 'grad_norm': 1.8380852937698364, 'learning_rate': 8.404040404040404e-05, 'epoch': 5.86}
{'loss': 0.0108, 'grad_norm': 0.35964658856391907, 'learning_rate': 8.363636363636364e-05, 'epoch': 5.88}
{'loss': 0.0397, 'grad_norm': 0.7406060695648193, 'learning_rate': 8.323232323232324e-05, 'epoch': 5.9}
{'loss': 0.0276, 'grad_norm': 0.547606348991394, 'learning_rate': 8.282828282828283e-05, 'epoch': 5.92}
{'loss': 0.061, 'grad_norm': 2.081052541732788, 'learning_rate': 8.242424242424243e-05, 'epoch': 5.94}
{'loss': 0.0082, 'grad_norm': 0.4338947534561157, 'learning_rate': 8.202020202020202e-05, 'epoch': 5.96}
{'loss': 0.077, 'grad_norm': 1.2834135293960571, 'learning_rate': 8.161616161616163e-05, 'epoch': 5.98}
{'loss': 0.0133, 'grad_norm': 0.4245668649673462, 'learning_rate': 8.121212121212121e-05, 'epoch': 6.0}
{'loss': 0.0275, 'grad_norm': 0.6058914661407471, 'learning_rate': 8.080808080808081e-05, 'epoch': 6.02}
{'loss': 0.0078, 'grad_norm': 0.4393765926361084, 'learning_rate': 8.040404040404041e-05, 'epoch': 6.04}
{'loss': 0.0226, 'grad_norm': 0.46012812852859497, 'learning_rate': 8e-05, 'epoch': 6.06}
{'loss': 0.0632, 'grad_norm': 1.1077016592025757, 'learning_rate': 7.95959595959596e-05, 'epoch': 6.08}
{'loss': 0.0137, 'grad_norm': 0.8337979316711426, 'learning_rate': 7.919191919191919e-05, 'epoch': 6.1}
{'loss': 0.0296, 'grad_norm': 0.7653377056121826, 'learning_rate': 7.878787878787879e-05, 'epoch': 6.12}
{'loss': 0.0327, 'grad_norm': 1.1655075550079346, 'learning_rate': 7.83838383838384e-05, 'epoch': 6.14}
{'loss': 0.0066, 'grad_norm': 0.47913360595703125, 'learning_rate': 7.797979797979798e-05, 'epoch': 6.16}
{'loss': 0.0286, 'grad_norm': 0.66292405128479, 'learning_rate': 7.757575757575758e-05, 'epoch': 6.18}
{'loss': 0.0503, 'grad_norm': 1.4932215213775635, 'learning_rate': 7.717171717171718e-05, 'epoch': 6.2}
{'loss': 0.0287, 'grad_norm': 0.5788425207138062, 'learning_rate': 7.676767676767676e-05, 'epoch': 6.22}
{'loss': 0.0964, 'grad_norm': 1.5849614143371582, 'learning_rate': 7.636363636363637e-05, 'epoch': 6.24}
{'loss': 0.0267, 'grad_norm': 0.4738215506076813, 'learning_rate': 7.595959595959596e-05, 'epoch': 6.26}
{'loss': 0.0036, 'grad_norm': 0.08701873570680618, 'learning_rate': 7.555555555555556e-05, 'epoch': 6.28}
{'loss': 0.0771, 'grad_norm': 2.719768524169922, 'learning_rate': 7.515151515151515e-05, 'epoch': 6.3}
{'loss': 0.0581, 'grad_norm': 1.1413683891296387, 'learning_rate': 7.474747474747475e-05, 'epoch': 6.32}
{'loss': 0.029, 'grad_norm': 0.48028773069381714, 'learning_rate': 7.434343434343435e-05, 'epoch': 6.34}
{'loss': 0.0103, 'grad_norm': 0.29966941475868225, 'learning_rate': 7.393939393939395e-05, 'epoch': 6.36}
{'loss': 0.0169, 'grad_norm': 0.2627083957195282, 'learning_rate': 7.353535353535353e-05, 'epoch': 6.38}
{'loss': 0.0449, 'grad_norm': 1.046886920928955, 'learning_rate': 7.313131313131314e-05, 'epoch': 6.4}
{'loss': 0.0425, 'grad_norm': 0.4683608114719391, 'learning_rate': 7.272727272727273e-05, 'epoch': 6.42}
{'loss': 0.0065, 'grad_norm': 0.21924090385437012, 'learning_rate': 7.232323232323233e-05, 'epoch': 6.44}
{'loss': 0.0146, 'grad_norm': 0.4253692328929901, 'learning_rate': 7.191919191919192e-05, 'epoch': 6.46}
{'loss': 0.0349, 'grad_norm': 0.8686419725418091, 'learning_rate': 7.151515151515152e-05, 'epoch': 6.48}
{'loss': 0.0623, 'grad_norm': 0.7109905481338501, 'learning_rate': 7.111111111111112e-05, 'epoch': 6.5}
{'loss': 0.0726, 'grad_norm': 1.3748339414596558, 'learning_rate': 7.07070707070707e-05, 'epoch': 6.52}
{'loss': 0.0188, 'grad_norm': 0.27706292271614075, 'learning_rate': 7.03030303030303e-05, 'epoch': 6.54}
{'loss': 0.0389, 'grad_norm': 0.3537345826625824, 'learning_rate': 6.98989898989899e-05, 'epoch': 6.56}
{'loss': 0.0061, 'grad_norm': 0.17362982034683228, 'learning_rate': 6.94949494949495e-05, 'epoch': 6.58}
{'loss': 0.0237, 'grad_norm': 0.7388564944267273, 'learning_rate': 6.90909090909091e-05, 'epoch': 6.6}
{'loss': 0.0369, 'grad_norm': 1.6190378665924072, 'learning_rate': 6.86868686868687e-05, 'epoch': 6.62}
{'loss': 0.026, 'grad_norm': 0.45179709792137146, 'learning_rate': 6.828282828282828e-05, 'epoch': 6.64}
{'loss': 0.0366, 'grad_norm': 0.6212915778160095, 'learning_rate': 6.787878787878789e-05, 'epoch': 6.66}
{'loss': 0.0043, 'grad_norm': 0.12148222327232361, 'learning_rate': 6.747474747474747e-05, 'epoch': 6.68}
{'loss': 0.0644, 'grad_norm': 0.6771426200866699, 'learning_rate': 6.707070707070707e-05, 'epoch': 6.7}
{'loss': 0.0125, 'grad_norm': 0.4588770568370819, 'learning_rate': 6.666666666666667e-05, 'epoch': 6.72}
{'loss': 0.0584, 'grad_norm': 1.0588699579238892, 'learning_rate': 6.626262626262627e-05, 'epoch': 6.74}
{'loss': 0.0334, 'grad_norm': 0.8950256109237671, 'learning_rate': 6.585858585858587e-05, 'epoch': 6.76}
{'loss': 0.027, 'grad_norm': 0.34641173481941223, 'learning_rate': 6.545454545454546e-05, 'epoch': 6.78}
{'loss': 0.0058, 'grad_norm': 0.17633497714996338, 'learning_rate': 6.505050505050505e-05, 'epoch': 6.8}
{'loss': 0.057, 'grad_norm': 1.2696434259414673, 'learning_rate': 6.464646464646466e-05, 'epoch': 6.82}
{'loss': 0.0707, 'grad_norm': 0.8401240110397339, 'learning_rate': 6.424242424242424e-05, 'epoch': 6.84}
{'loss': 0.054, 'grad_norm': 1.002565622329712, 'learning_rate': 6.383838383838384e-05, 'epoch': 6.86}
{'loss': 0.0207, 'grad_norm': 0.33229976892471313, 'learning_rate': 6.343434343434344e-05, 'epoch': 6.88}
{'loss': 0.0232, 'grad_norm': 0.37109053134918213, 'learning_rate': 6.303030303030302e-05, 'epoch': 6.9}
{'loss': 0.0156, 'grad_norm': 0.6317980885505676, 'learning_rate': 6.262626262626264e-05, 'epoch': 6.92}
{'loss': 0.0511, 'grad_norm': 1.1231632232666016, 'learning_rate': 6.222222222222222e-05, 'epoch': 6.94}
{'loss': 0.0045, 'grad_norm': 0.1772252470254898, 'learning_rate': 6.181818181818182e-05, 'epoch': 6.96}
{'loss': 0.0025, 'grad_norm': 0.07920951396226883, 'learning_rate': 6.141414141414142e-05, 'epoch': 6.98}
{'loss': 0.0054, 'grad_norm': 0.122774638235569, 'learning_rate': 6.101010101010102e-05, 'epoch': 7.0}
{'loss': 0.0453, 'grad_norm': 0.9499239325523376, 'learning_rate': 6.060606060606061e-05, 'epoch': 7.02}
{'loss': 0.0198, 'grad_norm': 0.3009134531021118, 'learning_rate': 6.02020202020202e-05, 'epoch': 7.04}
{'loss': 0.0112, 'grad_norm': 0.29288747906684875, 'learning_rate': 5.97979797979798e-05, 'epoch': 7.06}
{'loss': 0.0294, 'grad_norm': 0.5982056260108948, 'learning_rate': 5.93939393939394e-05, 'epoch': 7.08}
{'loss': 0.0238, 'grad_norm': 0.3522978723049164, 'learning_rate': 5.8989898989898996e-05, 'epoch': 7.1}
{'loss': 0.0203, 'grad_norm': 0.3100695013999939, 'learning_rate': 5.858585858585859e-05, 'epoch': 7.12}
{'loss': 0.0037, 'grad_norm': 0.15940873324871063, 'learning_rate': 5.818181818181818e-05, 'epoch': 7.14}
{'loss': 0.0059, 'grad_norm': 0.27000415325164795, 'learning_rate': 5.7777777777777776e-05, 'epoch': 7.16}
{'loss': 0.0024, 'grad_norm': 0.1027458980679512, 'learning_rate': 5.737373737373738e-05, 'epoch': 7.18}
{'loss': 0.1454, 'grad_norm': 1.7614073753356934, 'learning_rate': 5.696969696969697e-05, 'epoch': 7.2}
{'loss': 0.0258, 'grad_norm': 0.5343574285507202, 'learning_rate': 5.6565656565656563e-05, 'epoch': 7.22}
{'loss': 0.0021, 'grad_norm': 0.12507984042167664, 'learning_rate': 5.616161616161616e-05, 'epoch': 7.24}
{'loss': 0.0904, 'grad_norm': 1.7658902406692505, 'learning_rate': 5.5757575757575766e-05, 'epoch': 7.26}
{'loss': 0.0046, 'grad_norm': 0.2765268087387085, 'learning_rate': 5.535353535353536e-05, 'epoch': 7.28}
{'loss': 0.004, 'grad_norm': 0.12208333611488342, 'learning_rate': 5.494949494949495e-05, 'epoch': 7.3}
{'loss': 0.0072, 'grad_norm': 0.12440380454063416, 'learning_rate': 5.4545454545454546e-05, 'epoch': 7.32}
{'loss': 0.0034, 'grad_norm': 0.12857185304164886, 'learning_rate': 5.414141414141415e-05, 'epoch': 7.34}
{'loss': 0.0036, 'grad_norm': 0.14369049668312073, 'learning_rate': 5.373737373737374e-05, 'epoch': 7.36}
{'loss': 0.0284, 'grad_norm': 0.391430526971817, 'learning_rate': 5.333333333333333e-05, 'epoch': 7.38}
{'loss': 0.0149, 'grad_norm': 0.41664034128189087, 'learning_rate': 5.292929292929293e-05, 'epoch': 7.4}
{'loss': 0.0029, 'grad_norm': 0.08049844950437546, 'learning_rate': 5.2525252525252536e-05, 'epoch': 7.42}
{'loss': 0.0102, 'grad_norm': 0.3627642095088959, 'learning_rate': 5.212121212121213e-05, 'epoch': 7.44}
{'loss': 0.0232, 'grad_norm': 0.46994253993034363, 'learning_rate': 5.171717171717172e-05, 'epoch': 7.46}
{'loss': 0.0229, 'grad_norm': 0.38671717047691345, 'learning_rate': 5.1313131313131316e-05, 'epoch': 7.48}
{'loss': 0.0016, 'grad_norm': 0.0682513564825058, 'learning_rate': 5.090909090909091e-05, 'epoch': 7.5}
{'loss': 0.0223, 'grad_norm': 0.37966322898864746, 'learning_rate': 5.050505050505051e-05, 'epoch': 7.52}
{'loss': 0.0079, 'grad_norm': 0.2856426537036896, 'learning_rate': 5.01010101010101e-05, 'epoch': 7.54}
{'loss': 0.0101, 'grad_norm': 0.18067863583564758, 'learning_rate': 4.9696969696969694e-05, 'epoch': 7.56}
{'loss': 0.0527, 'grad_norm': 0.6654537916183472, 'learning_rate': 4.92929292929293e-05, 'epoch': 7.58}
{'loss': 0.0093, 'grad_norm': 0.26506373286247253, 'learning_rate': 4.888888888888889e-05, 'epoch': 7.6}
{'loss': 0.0309, 'grad_norm': 0.5453445911407471, 'learning_rate': 4.848484848484849e-05, 'epoch': 7.62}
{'loss': 0.0033, 'grad_norm': 0.13270729780197144, 'learning_rate': 4.808080808080808e-05, 'epoch': 7.64}
{'loss': 0.0038, 'grad_norm': 0.26658061146736145, 'learning_rate': 4.7676767676767684e-05, 'epoch': 7.66}
{'loss': 0.0056, 'grad_norm': 0.1555372178554535, 'learning_rate': 4.7272727272727275e-05, 'epoch': 7.68}
{'loss': 0.026, 'grad_norm': 0.43713903427124023, 'learning_rate': 4.686868686868687e-05, 'epoch': 7.7}
{'loss': 0.0018, 'grad_norm': 0.07536181062459946, 'learning_rate': 4.6464646464646464e-05, 'epoch': 7.72}
{'loss': 0.0057, 'grad_norm': 0.190119668841362, 'learning_rate': 4.606060606060607e-05, 'epoch': 7.74}
{'loss': 0.0513, 'grad_norm': 0.8999056816101074, 'learning_rate': 4.565656565656566e-05, 'epoch': 7.76}
{'loss': 0.0615, 'grad_norm': 0.9066445827484131, 'learning_rate': 4.525252525252526e-05, 'epoch': 7.78}
{'loss': 0.0489, 'grad_norm': 0.6377994418144226, 'learning_rate': 4.484848484848485e-05, 'epoch': 7.8}
{'loss': 0.0012, 'grad_norm': 0.04236437380313873, 'learning_rate': 4.4444444444444447e-05, 'epoch': 7.82}
{'loss': 0.005, 'grad_norm': 0.22140026092529297, 'learning_rate': 4.4040404040404044e-05, 'epoch': 7.84}
{'loss': 0.0195, 'grad_norm': 0.6283619403839111, 'learning_rate': 4.3636363636363636e-05, 'epoch': 7.86}
{'loss': 0.0103, 'grad_norm': 0.3133299648761749, 'learning_rate': 4.3232323232323234e-05, 'epoch': 7.88}
{'loss': 0.0325, 'grad_norm': 0.4714087247848511, 'learning_rate': 4.282828282828283e-05, 'epoch': 7.9}
{'loss': 0.0444, 'grad_norm': 0.5354254841804504, 'learning_rate': 4.242424242424243e-05, 'epoch': 7.92}
{'loss': 0.0183, 'grad_norm': 0.3647265136241913, 'learning_rate': 4.202020202020202e-05, 'epoch': 7.94}
{'loss': 0.0024, 'grad_norm': 0.08310336619615555, 'learning_rate': 4.161616161616162e-05, 'epoch': 7.96}
{'loss': 0.0128, 'grad_norm': 0.261884868144989, 'learning_rate': 4.1212121212121216e-05, 'epoch': 7.98}
{'loss': 0.0036, 'grad_norm': 0.4293447732925415, 'learning_rate': 4.0808080808080814e-05, 'epoch': 8.0}
{'loss': 0.0223, 'grad_norm': 0.3256606161594391, 'learning_rate': 4.0404040404040405e-05, 'epoch': 8.02}
{'loss': 0.0013, 'grad_norm': 0.04720701277256012, 'learning_rate': 4e-05, 'epoch': 8.04}
{'loss': 0.0072, 'grad_norm': 0.189962700009346, 'learning_rate': 3.9595959595959594e-05, 'epoch': 8.06}
{'loss': 0.0038, 'grad_norm': 0.09227083623409271, 'learning_rate': 3.91919191919192e-05, 'epoch': 8.08}
{'loss': 0.035, 'grad_norm': 0.4704054892063141, 'learning_rate': 3.878787878787879e-05, 'epoch': 8.1}
{'loss': 0.0028, 'grad_norm': 0.0690922737121582, 'learning_rate': 3.838383838383838e-05, 'epoch': 8.12}
{'loss': 0.016, 'grad_norm': 0.3700072169303894, 'learning_rate': 3.797979797979798e-05, 'epoch': 8.14}
{'loss': 0.0303, 'grad_norm': 0.43723633885383606, 'learning_rate': 3.757575757575758e-05, 'epoch': 8.16}
{'loss': 0.0075, 'grad_norm': 0.14988134801387787, 'learning_rate': 3.7171717171717175e-05, 'epoch': 8.18}
{'loss': 0.0086, 'grad_norm': 0.18865811824798584, 'learning_rate': 3.6767676767676766e-05, 'epoch': 8.2}
{'loss': 0.008, 'grad_norm': 0.21609298884868622, 'learning_rate': 3.6363636363636364e-05, 'epoch': 8.22}
{'loss': 0.0006, 'grad_norm': 0.019995037466287613, 'learning_rate': 3.595959595959596e-05, 'epoch': 8.24}
{'loss': 0.0057, 'grad_norm': 0.1295933872461319, 'learning_rate': 3.555555555555556e-05, 'epoch': 8.26}
{'loss': 0.006, 'grad_norm': 0.2054709643125534, 'learning_rate': 3.515151515151515e-05, 'epoch': 8.28}
{'loss': 0.0056, 'grad_norm': 0.13555945456027985, 'learning_rate': 3.474747474747475e-05, 'epoch': 8.3}
{'loss': 0.0278, 'grad_norm': 0.5460388660430908, 'learning_rate': 3.434343434343435e-05, 'epoch': 8.32}
{'loss': 0.0011, 'grad_norm': 0.03874807432293892, 'learning_rate': 3.3939393939393945e-05, 'epoch': 8.34}
{'loss': 0.0004, 'grad_norm': 0.013619166798889637, 'learning_rate': 3.3535353535353536e-05, 'epoch': 8.36}
{'loss': 0.0007, 'grad_norm': 0.0319892056286335, 'learning_rate': 3.3131313131313134e-05, 'epoch': 8.38}
{'loss': 0.0195, 'grad_norm': 0.47056570649147034, 'learning_rate': 3.272727272727273e-05, 'epoch': 8.4}
{'loss': 0.0008, 'grad_norm': 0.028761377558112144, 'learning_rate': 3.232323232323233e-05, 'epoch': 8.42}
{'loss': 0.0046, 'grad_norm': 0.26041319966316223, 'learning_rate': 3.191919191919192e-05, 'epoch': 8.44}
{'loss': 0.0075, 'grad_norm': 0.38587403297424316, 'learning_rate': 3.151515151515151e-05, 'epoch': 8.46}
{'loss': 0.0127, 'grad_norm': 0.2824999988079071, 'learning_rate': 3.111111111111111e-05, 'epoch': 8.48}
{'loss': 0.0216, 'grad_norm': 0.40111199021339417, 'learning_rate': 3.070707070707071e-05, 'epoch': 8.5}
{'loss': 0.0005, 'grad_norm': 0.012330968864262104, 'learning_rate': 3.0303030303030306e-05, 'epoch': 8.52}
{'loss': 0.0035, 'grad_norm': 0.18534599244594574, 'learning_rate': 2.98989898989899e-05, 'epoch': 8.54}
{'loss': 0.0021, 'grad_norm': 0.10356073826551437, 'learning_rate': 2.9494949494949498e-05, 'epoch': 8.56}
{'loss': 0.0039, 'grad_norm': 0.13068275153636932, 'learning_rate': 2.909090909090909e-05, 'epoch': 8.58}
{'loss': 0.0239, 'grad_norm': 0.3718224763870239, 'learning_rate': 2.868686868686869e-05, 'epoch': 8.6}
{'loss': 0.0504, 'grad_norm': 0.7045703530311584, 'learning_rate': 2.8282828282828282e-05, 'epoch': 8.62}
{'loss': 0.0098, 'grad_norm': 0.24138037860393524, 'learning_rate': 2.7878787878787883e-05, 'epoch': 8.64}
{'loss': 0.0219, 'grad_norm': 0.36938193440437317, 'learning_rate': 2.7474747474747474e-05, 'epoch': 8.66}
{'loss': 0.0252, 'grad_norm': 0.49398529529571533, 'learning_rate': 2.7070707070707075e-05, 'epoch': 8.68}
{'loss': 0.0012, 'grad_norm': 0.04385414719581604, 'learning_rate': 2.6666666666666667e-05, 'epoch': 8.7}
{'loss': 0.0036, 'grad_norm': 0.10849884897470474, 'learning_rate': 2.6262626262626268e-05, 'epoch': 8.72}
{'loss': 0.0156, 'grad_norm': 0.5183313488960266, 'learning_rate': 2.585858585858586e-05, 'epoch': 8.74}
{'loss': 0.0036, 'grad_norm': 0.22695986926555634, 'learning_rate': 2.5454545454545454e-05, 'epoch': 8.76}
{'loss': 0.0233, 'grad_norm': 0.4971015453338623, 'learning_rate': 2.505050505050505e-05, 'epoch': 8.78}
{'loss': 0.004, 'grad_norm': 0.08223811537027359, 'learning_rate': 2.464646464646465e-05, 'epoch': 8.8}
{'loss': 0.0006, 'grad_norm': 0.017969254404306412, 'learning_rate': 2.4242424242424244e-05, 'epoch': 8.82}
{'loss': 0.0101, 'grad_norm': 0.24001803994178772, 'learning_rate': 2.3838383838383842e-05, 'epoch': 8.84}
{'loss': 0.0005, 'grad_norm': 0.02098221704363823, 'learning_rate': 2.3434343434343436e-05, 'epoch': 8.86}
{'loss': 0.0231, 'grad_norm': 0.40789443254470825, 'learning_rate': 2.3030303030303034e-05, 'epoch': 8.88}
{'loss': 0.0123, 'grad_norm': 0.23109832406044006, 'learning_rate': 2.262626262626263e-05, 'epoch': 8.9}
{'loss': 0.0009, 'grad_norm': 0.02124341018497944, 'learning_rate': 2.2222222222222223e-05, 'epoch': 8.92}
{'loss': 0.0125, 'grad_norm': 0.23619812726974487, 'learning_rate': 2.1818181818181818e-05, 'epoch': 8.94}
{'loss': 0.0006, 'grad_norm': 0.020794717594981194, 'learning_rate': 2.1414141414141416e-05, 'epoch': 8.96}
{'loss': 0.0021, 'grad_norm': 0.1264670491218567, 'learning_rate': 2.101010101010101e-05, 'epoch': 8.98}
{'loss': 0.0013, 'grad_norm': 0.07578963041305542, 'learning_rate': 2.0606060606060608e-05, 'epoch': 9.0}
{'loss': 0.0057, 'grad_norm': 0.217064768075943, 'learning_rate': 2.0202020202020203e-05, 'epoch': 9.02}
{'loss': 0.0011, 'grad_norm': 0.04447804391384125, 'learning_rate': 1.9797979797979797e-05, 'epoch': 9.04}
{'loss': 0.0258, 'grad_norm': 0.4619612991809845, 'learning_rate': 1.9393939393939395e-05, 'epoch': 9.06}
{'loss': 0.0068, 'grad_norm': 0.1462826430797577, 'learning_rate': 1.898989898989899e-05, 'epoch': 9.08}
{'loss': 0.0112, 'grad_norm': 0.30136600136756897, 'learning_rate': 1.8585858585858588e-05, 'epoch': 9.1}
{'loss': 0.0007, 'grad_norm': 0.03403819352388382, 'learning_rate': 1.8181818181818182e-05, 'epoch': 9.12}
{'loss': 0.0088, 'grad_norm': 0.19887731969356537, 'learning_rate': 1.777777777777778e-05, 'epoch': 9.14}
{'loss': 0.0191, 'grad_norm': 0.34669649600982666, 'learning_rate': 1.7373737373737375e-05, 'epoch': 9.16}
{'loss': 0.0038, 'grad_norm': 0.14547552168369293, 'learning_rate': 1.6969696969696972e-05, 'epoch': 9.18}
{'loss': 0.0006, 'grad_norm': 0.026824021711945534, 'learning_rate': 1.6565656565656567e-05, 'epoch': 9.2}
{'loss': 0.0119, 'grad_norm': 0.2918536365032196, 'learning_rate': 1.6161616161616165e-05, 'epoch': 9.22}
{'loss': 0.0009, 'grad_norm': 0.03081350401043892, 'learning_rate': 1.5757575757575756e-05, 'epoch': 9.24}
{'loss': 0.0032, 'grad_norm': 0.1400432586669922, 'learning_rate': 1.5353535353535354e-05, 'epoch': 9.26}
